12.6, 1028, 1, LTS, VI
105.3, 1264, 1, RS, IV
105.3, 1272, 1, FS, IV
105.3, 1274, 1, FS, IV
105.3, 2043, 2, FS, IV
105.4, 1244, 1, RS, IV
105.6, 1114, 1, FS, V
105.6, 1228, 1, RS, IV
105.6, 1250, 1, RS, IV
105.6, 2045, 2, FS, IV
105.7, 517, 0, FS, IV
105.7, 1119, 1, FS, V
105.7, 1216, 1, RS, IV
105.7, 1253, 1, RS, IV
105.7, 1260, 1, RS, IV
105.8, 1213, 1, RS, IV
105.8, 1236, 1, RS, IV
105.8, 1277, 1, FS, IV
105.8, 3799, 4, LTS, III
105.9, 1203, 1, RS, IV
105.9, 1212, 1, RS, IV
105.9, 2040, 2, FS, IV
106, 1193, 1, RS, IV
106, 1205, 1, RS, IV
106, 1217, 1, RS, IV
106, 1240, 1, RS, IV
106, 1280, 1, FS, IV
106.1, 3035, 3, LTS, III
106.2, 1243, 1, RS, IV
106.3, 1245, 1, RS, IV
106.3, 1266, 1, RS, IV
106.3, 1281, 1, FS, IV
106.4, 1209, 1, RS, IV
106.4, 1225, 1, RS, IV
106.4, 1246, 1, RS, IV
106.4, 1262, 1, RS, IV
106.4, 1270, 1, FS, IV
106.4, 1279, 1, FS, IV
106.4, 2802, 3, FS, IV
106.5, 1261, 1, RS, IV
106.5, 2037, 2, FS, IV
106.6, 520, 0, FS, IV
106.6, 1227, 1, RS, IV
106.6, 1248, 1, RS, IV
106.7, 1258, 1, RS, IV
106.8, 1116, 1, FS, V
106.9, 1199, 1, RS, IV
107, 1215, 1, RS, IV
107, 1234, 1, RS, IV
107, 2032, 2, FS, IV
107.1, 512, 0, FS, IV
107.1, 1206, 1, RS, IV
107.1, 1233, 1, RS, IV
107.1, 1282, 1, FS, IV
107.2, 514, 0, FS, IV
107.2, 1241, 1, RS, IV
107.2, 1252, 1, RS, IV
107.2, 2044, 2, FS, IV
107.2, 2790, 3, FS, IV
107.3, 511, 0, FS, IV
107.3, 521, 0, FS, IV
107.3, 1115, 1, FS, V
107.3, 1238, 1, RS, IV
107.3, 1273, 1, FS, IV
107.3, 1284, 1, FS, IV
107.3, 2036, 2, FS, IV
107.4, 1153, 1, FS, V
107.4, 1226, 1, RS, IV
107.4, 1257, 1, RS, IV
107.4, 1269, 1, FS, IV
107.4, 1283, 1, FS, IV
107.5, 1197, 1, RS, IV
107.5, 1267, 1, FS, IV
107.5, 2039, 2, FS, IV
107.6, 518, 0, FS, IV
107.6, 1194, 1, RS, IV
107.6, 1196, 1, RS, IV
107.6, 1265, 1, RS, IV
107.7, 510, 0, FS, IV
107.7, 1121, 1, FS, V
107.7, 1224, 1, RS, IV
107.7, 1235, 1, RS, IV
107.7, 1276, 1, FS, IV
107.8, 1122, 1, FS, V
107.8, 1127, 1, FS, V
107.8, 1210, 1, RS, IV
107.8, 1256, 1, RS, IV
108, 260, 0, LTS, VI
108, 1133, 1, FS, V
108, 1237, 1, RS, IV
108, 1278, 1, FS, IV
108.1, 1214, 1, RS, IV
108.1, 1268, 1, FS, IV
108.1, 2034, 2, FS, IV
108.2, 1272, 1, FS, IV
108.2, 1274, 1, FS, IV
108.2, 1275, 1, FS, IV
108.3, 508, 0, FS, IV
108.3, 1208, 1, RS, IV
108.3, 1230, 1, RS, IV
108.3, 1259, 1, RS, IV
108.3, 1271, 1, FS, IV
108.4, 1219, 1, RS, IV
108.4, 2030, 2, FS, IV
108.4, 2801, 3, FS, IV
108.5, 513, 0, FS, IV
108.5, 1128, 1, FS, V
108.5, 1136, 1, FS, V
108.5, 1142, 1, FS, V
108.5, 1200, 1, RS, IV
108.5, 1211, 1, RS, IV
108.5, 2029, 2, FS, IV
108.6, 1143, 1, FS, V
108.6, 1242, 1, RS, IV
108.6, 2794, 3, FS, IV
108.7, 1124, 1, FS, V
108.7, 1277, 1, FS, IV
108.7, 2041, 2, FS, IV
108.8, 1251, 1, RS, IV
108.8, 2270, 2, LTS, III
108.9, 523, 0, FS, IV
108.9, 1120, 1, FS, V
108.9, 1280, 1, FS, IV
108.9, 2042, 2, FS, IV
109, 1141, 1, FS, V
109, 1263, 1, RS, IV
109, 2035, 2, FS, IV
109.1, 2796, 3, FS, IV
109.2, 1281, 1, FS, IV
109.2, 2033, 2, FS, IV
109.3, 1270, 1, FS, IV
109.3, 1279, 1, FS, IV
109.4, 1064, 1, RS, V
109.4, 1148, 1, FS, V
109.4, 1229, 1, RS, IV
109.5, 1447, 1, RS, III
109.6, 1134, 1, FS, V
109.6, 1151, 1, FS, V
109.7, 1290, 1, LTS, IV
109.7, 1304, 1, LTS, IV
109.8, 1333, 1, RS, III
109.8, 1504, 1, FS, III
109.9, 1223, 1, RS, IV
109.9, 1289, 1, LTS, IV
109.9, 1469, 1, RS, III
110, 507, 0, FS, IV
110, 1282, 1, FS, IV
110, 1296, 1, LTS, IV
110, 1427, 1, RS, III
110, 2798, 3, FS, IV
110.1, 514, 0, FS, IV
110.1, 1328, 1, RS, III
110.1, 1362, 1, RS, III
110.1, 1380, 1, RS, III
110.1, 1397, 1, RS, III
110.1, 1449, 1, RS, III
110.1, 1456, 1, RS, III
110.1, 1480, 1, FS, III
110.1, 1499, 1, FS, III
110.2, 1273, 1, FS, IV
110.2, 1284, 1, FS, IV
110.2, 1288, 1, LTS, IV
110.2, 1361, 1, RS, III
110.2, 1367, 1, RS, III
110.2, 1394, 1, RS, III
110.2, 1416, 1, RS, III
110.2, 1460, 1, RS, III
110.2, 1485, 1, FS, III
110.2, 1490, 1, FS, III
110.2, 1500, 1, FS, III
110.2, 2036, 2, FS, IV
110.2, 2038, 2, FS, IV
110.3, 1269, 1, FS, IV
110.3, 1283, 1, FS, IV
110.3, 1293, 1, LTS, IV
110.3, 1348, 1, RS, III
110.3, 1438, 1, RS, III
110.3, 1467, 1, RS, III
110.3, 1472, 1, RS, III
110.4, 1267, 1, FS, IV
110.4, 1306, 1, LTS, IV
110.4, 1309, 1, RS, III
110.4, 1346, 1, RS, III
110.4, 1463, 1, RS, III
110.4, 1476, 1, FS, III
110.5, 1390, 1, RS, III
110.5, 1433, 1, RS, III
110.5, 1439, 1, RS, III
110.5, 1453, 1, RS, III
110.5, 1465, 1, RS, III
110.5, 1466, 1, RS, III
110.5, 1778, 2, LTS, VI
110.5, 2032, 2, FS, IV
110.6, 1276, 1, FS, IV
110.6, 1383, 1, RS, III
110.6, 1398, 1, RS, III
110.6, 1430, 1, RS, III
110.6, 1495, 1, FS, III
110.6, 1501, 1, FS, III
110.7, 1297, 1, LTS, IV
110.7, 1312, 1, RS, III
110.7, 1332, 1, RS, III
110.7, 1335, 1, RS, III
110.7, 1338, 1, RS, III
110.7, 1379, 1, RS, III
110.7, 1401, 1, RS, III
110.7, 1420, 1, RS, III
110.7, 1471, 1, RS, III
110.8, 1325, 1, RS, III
110.8, 1377, 1, RS, III
110.8, 1408, 1, RS, III
110.8, 1418, 1, RS, III
110.8, 1461, 1, RS, III
110.8, 1503, 1, FS, III
110.9, 516, 0, FS, IV
110.9, 1278, 1, FS, IV
110.9, 1404, 1, RS, III
110.9, 1441, 1, RS, III
110.9, 1488, 1, FS, III
111, 1268, 1, FS, IV
111, 1319, 1, RS, III
111, 1349, 1, RS, III
111, 1350, 1, RS, III
111, 1352, 1, RS, III
111, 1373, 1, RS, III
111, 1431, 1, RS, III
111, 1435, 1, RS, III
111, 1451, 1, RS, III
111, 1459, 1, RS, III
111, 1462, 1, RS, III
111.1, 1272, 1, FS, IV
111.1, 1274, 1, FS, IV
111.1, 1275, 1, FS, IV
111.1, 1387, 1, RS, III
111.1, 1388, 1, RS, III
111.1, 1400, 1, RS, III
111.1, 1421, 1, RS, III
111.1, 1444, 1, RS, III
111.1, 1446, 1, RS, III
111.1, 1454, 1, RS, III
111.1, 2037, 2, FS, IV
111.2, 510, 0, FS, IV
111.2, 515, 0, FS, IV
111.2, 1271, 1, FS, IV
111.2, 1314, 1, RS, III
111.2, 1317, 1, RS, III
111.2, 1347, 1, RS, III
111.2, 1356, 1, RS, III
111.2, 1359, 1, RS, III
111.2, 1360, 1, RS, III
111.2, 1425, 1, RS, III
111.2, 1474, 1, FS, III
111.2, 1489, 1, FS, III
111.2, 1496, 1, FS, III
111.3, 1470, 1, RS, III
111.4, 1308, 1, RS, III
111.4, 1322, 1, RS, III
111.4, 1355, 1, RS, III
111.4, 1358, 1, RS, III
111.4, 1370, 1, RS, III
111.4, 1381, 1, RS, III
111.4, 1399, 1, RS, III
111.4, 1410, 1, RS, III
111.4, 2043, 2, FS, IV
111.5, 1365, 1, RS, III
111.5, 1378, 1, RS, III
111.5, 1502, 1, FS, III
111.5, 1506, 1, FS, III
111.5, 1508, 1, FS, III
111.6, 1277, 1, FS, IV
111.6, 1337, 1, RS, III
111.6, 1339, 1, RS, III
111.6, 1345, 1, RS, III
111.6, 1442, 1, RS, III
111.6, 1483, 1, FS, III
111.7, 1301, 1, LTS, IV
111.7, 1363, 1, RS, III
111.7, 1392, 1, RS, III
111.7, 1395, 1, RS, III
111.7, 1487, 1, FS, III
111.7, 1505, 1, FS, III
111.7, 2044, 2, FS, IV
111.8, 1280, 1, FS, IV
111.8, 1375, 1, RS, III
111.8, 1384, 1, RS, III
111.8, 1411, 1, RS, III
111.8, 1423, 1, RS, III
111.8, 1448, 1, RS, III
111.8, 1452, 1, RS, III
111.8, 1457, 1, RS, III
111.8, 1458, 1, RS, III
111.8, 1479, 1, FS, III
111.8, 1507, 1, FS, III
111.9, 519, 0, FS, IV
111.9, 1285, 1, LTS, IV
111.9, 1351, 1, RS, III
111.9, 1368, 1, RS, III
111.9, 1385, 1, RS, III
111.9, 1393, 1, RS, III
111.9, 1402, 1, RS, III
111.9, 1405, 1, RS, III
111.9, 1426, 1, RS, III
112, 1310, 1, RS, III
112, 1316, 1, RS, III
112, 1323, 1, RS, III
112, 1329, 1, RS, III
112, 1334, 1, RS, III
112, 1372, 1, RS, III
112, 1386, 1, RS, III
112, 1429, 1, RS, III
112, 1482, 1, FS, III
112, 1494, 1, FS, III
112.1, 1281, 1, FS, IV
112.1, 1294, 1, LTS, IV
112.1, 1315, 1, RS, III
112.1, 1353, 1, RS, III
112.1, 1364, 1, RS, III
112.1, 1382, 1, RS, III
112.1, 1389, 1, RS, III
112.1, 1403, 1, RS, III
112.1, 1409, 1, RS, III
112.1, 1419, 1, RS, III
112.1, 1468, 1, RS, III
112.1, 2031, 2, FS, IV
112.2, 1270, 1, FS, IV
112.2, 1279, 1, FS, IV
112.2, 1341, 1, RS, III
112.2, 1369, 1, RS, III
112.2, 1436, 1, RS, III
112.2, 1477, 1, FS, III
112.2, 1492, 1, FS, III
112.3, 1340, 1, RS, III
112.3, 1414, 1, RS, III
112.3, 1450, 1, RS, III
112.3, 1478, 1, FS, III
112.4, 1291, 1, LTS, IV
112.4, 1318, 1, RS, III
112.4, 1331, 1, RS, III
112.4, 1424, 1, RS, III
112.4, 3453, 4, LTS, V
112.5, 1311, 1, RS, III
112.5, 1320, 1, RS, III
112.5, 1343, 1, RS, III
112.5, 1357, 1, RS, III
112.5, 1412, 1, RS, III
112.5, 1475, 1, FS, III
112.5, 1484, 1, FS, III
112.6, 1327, 1, RS, III
112.6, 1432, 1, RS, III
112.6, 1791, 2, LTS, VI
112.7, 1298, 1, LTS, IV
112.7, 1422, 1, RS, III
112.7, 1434, 1, RS, III
112.8, 1336, 1, RS, III
112.8, 1473, 1, FS, III
112.8, 1493, 1, FS, III
112.9, 1324, 1, RS, III
112.9, 1342, 1, RS, III
112.9, 1354, 1, RS, III
112.9, 1464, 1, RS, III
112.9, 1497, 1, FS, III
113, 1415, 1, RS, III
113.1, 1307, 1, RS, III
113.1, 1313, 1, RS, III
113.1, 1396, 1, RS, III
113.1, 1428, 1, RS, III
113.2, 1283, 1, FS, IV
113.2, 1455, 1, RS, III
113.2, 3456, 4, IB, V
113.3, 1413, 1, RS, III
113.3, 1498, 1, FS, III
113.3, 1500, 1, FS, III
113.3, 2804, 3, FS, IV
113.4, 1374, 1, RS, III
113.4, 1407, 1, RS, III
113.4, 1504, 1, FS, III
113.5, 1391, 1, RS, III
113.6, 1437, 1, RS, III
113.6, 1495, 1, FS, III
113.6, 2035, 2, FS, IV
113.7, 1330, 1, RS, III
113.7, 1376, 1, RS, III
113.7, 1406, 1, RS, III
113.7, 1481, 1, FS, III
113.7, 1600, 2, RS, VI
113.8, 1321, 1, RS, III
113.8, 1371, 1, RS, III
113.8, 1486, 1, FS, III
113.8, 1499, 1, FS, III
113.9, 1344, 1, RS, III
113.9, 1440, 1, RS, III
113.9, 2034, 2, FS, IV
114.2, 1491, 1, FS, III
114.2, 1496, 1, FS, III
114.2, 2040, 2, FS, IV
114.2, 3302, 4, LTS, VI
114.3, 1181, 1, IB, V
114.3, 1366, 1, RS, III
114.3, 1485, 1, FS, III
114.3, 3452, 4, LTS, V
114.4, 1067, 1, RS, V
114.4, 1182, 1, IB, V
114.4, 1445, 1, RS, III
114.5, 1058, 1, RS, V
114.6, 1054, 1, RS, V
114.6, 1099, 1, RS, V
114.6, 1113, 1, RS, V
114.6, 1480, 1, FS, III
114.6, 1519, 1, LTS, III
114.7, 1044, 1, RS, V
114.7, 1073, 1, RS, V
114.7, 1080, 1, RS, V
114.7, 1479, 1, FS, III
114.7, 1490, 1, FS, III
114.8, 736, 0, FS, III
114.8, 1071, 1, RS, V
114.8, 1097, 1, RS, V
114.8, 1174, 1, IB, V
114.8, 1187, 1, IB, V
114.8, 1275, 1, FS, IV
114.9, 733, 0, FS, III
114.9, 1036, 1, RS, V
114.9, 1057, 1, RS, V
114.9, 1069, 1, RS, V
114.9, 1074, 1, RS, V
114.9, 1088, 1, RS, V
114.9, 1102, 1, RS, V
114.9, 1104, 1, RS, V
114.9, 1176, 1, IB, V
115, 727, 0, FS, III
115, 729, 0, FS, III
115, 1037, 1, RS, V
115, 1038, 1, RS, V
115, 1065, 1, RS, V
115, 1107, 1, RS, V
115, 1110, 1, RS, V
115, 1173, 1, IB, V
115, 2258, 2, FS, III
115, 2263, 2, FS, III
115.1, 744, 0, FS, III
115.1, 1086, 1, RS, V
115.1, 1105, 1, RS, V
115.1, 1112, 1, RS, V
115.1, 1171, 1, IB, V
115.1, 1186, 1, IB, V
115.1, 1189, 1, IB, V
115.1, 1417, 1, RS, III
115.2, 714, 0, FS, III
115.2, 723, 0, FS, III
115.2, 726, 0, FS, III
115.2, 738, 0, FS, III
115.2, 1052, 1, RS, V
115.2, 1092, 1, RS, V
115.2, 1093, 1, RS, V
115.2, 1094, 1, RS, V
115.2, 2234, 2, FS, III
115.2, 2235, 2, FS, III
115.2, 2241, 2, FS, III
115.2, 2252, 2, FS, III
115.3, 717, 0, FS, III
115.3, 1040, 1, RS, V
115.3, 1072, 1, RS, V
115.3, 1083, 1, RS, V
115.3, 1090, 1, RS, V
115.3, 1108, 1, RS, V
115.3, 1175, 1, IB, V
115.3, 1183, 1, IB, V
115.3, 1326, 1, RS, III
115.3, 1507, 1, FS, III
115.3, 2237, 2, FS, III
115.3, 2259, 2, FS, III
115.4, 724, 0, FS, III
115.4, 737, 0, FS, III
115.4, 1047, 1, RS, V
115.4, 1055, 1, RS, V
115.4, 1060, 1, RS, V
115.4, 1079, 1, RS, V
115.4, 1085, 1, RS, V
115.4, 1178, 1, IB, V
115.4, 1180, 1, IB, V
115.4, 2248, 2, FS, III
115.4, 2251, 2, FS, III
115.5, 728, 0, FS, III
115.5, 731, 0, FS, III
115.5, 734, 0, FS, III
115.5, 746, 0, FS, III
115.5, 1034, 1, RS, V
115.5, 1039, 1, RS, V
115.5, 1056, 1, RS, V
115.5, 1061, 1, RS, V
115.5, 1068, 1, RS, V
115.5, 2239, 2, FS, III
115.6, 712, 0, FS, III
115.6, 1046, 1, RS, V
115.6, 1059, 1, RS, V
115.6, 1075, 1, RS, V
115.6, 1077, 1, RS, V
115.6, 1096, 1, RS, V
115.6, 1103, 1, RS, V
115.6, 1106, 1, RS, V
115.6, 1177, 1, IB, V
115.6, 1296, 1, LTS, IV
115.6, 1484, 1, FS, III
115.6, 2240, 2, FS, III
115.6, 2245, 2, FS, III
115.6, 2268, 2, FS, III
115.7, 1049, 1, RS, V
115.7, 1053, 1, RS, V
115.7, 1062, 1, RS, V
115.7, 1066, 1, RS, V
115.7, 1078, 1, RS, V
115.7, 1087, 1, RS, V
115.7, 1191, 1, IB, V
115.7, 2242, 2, FS, III
115.7, 2260, 2, FS, III
115.8, 720, 0, FS, III
115.8, 732, 0, FS, III
115.8, 1035, 1, RS, V
115.8, 1042, 1, RS, V
115.8, 1048, 1, RS, V
115.8, 1051, 1, RS, V
115.8, 1076, 1, RS, V
115.8, 1084, 1, RS, V
115.8, 1100, 1, RS, V
115.8, 1188, 1, IB, V
115.8, 1447, 1, RS, III
115.8, 2253, 2, FS, III
115.8, 2254, 2, FS, III
115.8, 2256, 2, FS, III
115.8, 2269, 2, FS, III
115.9, 719, 0, FS, III
115.9, 730, 0, FS, III
115.9, 1033, 1, RS, V
115.9, 1043, 1, RS, V
115.9, 1045, 1, RS, V
115.9, 1050, 1, RS, V
115.9, 1081, 1, RS, V
115.9, 1089, 1, RS, V
115.9, 1091, 1, RS, V
115.9, 1184, 1, IB, V
115.9, 1508, 1, FS, III
115.9, 2255, 2, FS, III
115.9, 2261, 2, FS, III
116, 715, 0, FS, III
116, 721, 0, FS, III
116, 743, 0, FS, III
116, 1185, 1, IB, V
116, 2243, 2, FS, III
116, 2244, 2, FS, III
116, 2247, 2, FS, III
116, 2257, 2, FS, III
116, 2262, 2, FS, III
116, 2266, 2, FS, III
116.1, 722, 0, FS, III
116.1, 739, 0, FS, III
116.1, 1064, 1, RS, V
116.1, 1070, 1, RS, V
116.1, 1109, 1, RS, V
116.1, 1172, 1, IB, V
116.1, 1179, 1, IB, V
116.1, 1192, 1, IB, V
116.1, 1333, 1, RS, III
116.1, 2265, 2, FS, III
116.1, 2267, 2, FS, III
116.2, 713, 0, FS, III
116.2, 716, 0, FS, III
116.2, 735, 0, FS, III
116.2, 742, 0, FS, III
116.2, 1082, 1, RS, V
116.2, 1095, 1, RS, V
116.2, 1469, 1, RS, III
116.2, 2238, 2, FS, III
116.2, 2250, 2, FS, III
116.3, 718, 0, FS, III
116.3, 1098, 1, RS, V
116.3, 1101, 1, RS, V
116.3, 1111, 1, RS, V
116.3, 1427, 1, RS, III
116.3, 2236, 2, FS, III
116.4, 1041, 1, RS, V
116.4, 1190, 1, IB, V
116.4, 1328, 1, RS, III
116.4, 1362, 1, RS, III
116.4, 1380, 1, RS, III
116.4, 1397, 1, RS, III
116.4, 1449, 1, RS, III
116.4, 1456, 1, RS, III
116.4, 1501, 1, FS, III
116.4, 2264, 2, FS, III
116.5, 725, 0, FS, III
116.5, 1063, 1, RS, V
116.5, 1361, 1, RS, III
116.5, 1367, 1, RS, III
116.5, 1394, 1, RS, III
116.5, 1460, 1, RS, III
116.5, 1475, 1, FS, III
116.5, 1477, 1, FS, III
116.5, 1497, 1, FS, III
116.5, 2249, 2, FS, III
116.6, 740, 0, FS, III
116.6, 1348, 1, RS, III
116.6, 1438, 1, RS, III
116.6, 1467, 1, RS, III
116.6, 1472, 1, RS, III
116.7, 741, 0, FS, III
116.7, 1309, 1, RS, III
116.7, 1346, 1, RS, III
116.7, 1463, 1, RS, III
116.8, 1390, 1, RS, III
116.8, 1433, 1, RS, III
116.8, 1439, 1, RS, III
116.8, 1453, 1, RS, III
116.8, 1465, 1, RS, III
116.8, 1466, 1, RS, III
116.8, 2246, 2, FS, III
116.9, 747, 0, FS, III
116.9, 1383, 1, RS, III
116.9, 1398, 1, RS, III
116.9, 1443, 1, RS, III
117, 1312, 1, RS, III
117, 1332, 1, RS, III
117, 1335, 1, RS, III
117, 1338, 1, RS, III
117, 1379, 1, RS, III
117, 1420, 1, RS, III
117.1, 1325, 1, RS, III
117.1, 1408, 1, RS, III
117.1, 1418, 1, RS, III
117.1, 1461, 1, RS, III
117.2, 1404, 1, RS, III
117.2, 1441, 1, RS, III
117.2, 3007, 3, FS, III
117.2, 3016, 3, FS, III
117.3, 1319, 1, RS, III
117.3, 1349, 1, RS, III
117.3, 1350, 1, RS, III
117.3, 1352, 1, RS, III
117.3, 1373, 1, RS, III
117.3, 1431, 1, RS, III
117.3, 1435, 1, RS, III
117.3, 1459, 1, RS, III
117.3, 1462, 1, RS, III
117.4, 1387, 1, RS, III
117.4, 1388, 1, RS, III
117.4, 1421, 1, RS, III
117.4, 1444, 1, RS, III
117.4, 3011, 3, FS, III
117.5, 1314, 1, RS, III
117.5, 1317, 1, RS, III
117.5, 1356, 1, RS, III
117.5, 1425, 1, RS, III
117.6, 745, 0, FS, III
117.6, 1141, 1, FS, V
117.6, 1470, 1, RS, III
117.6, 3005, 3, FS, III
117.7, 736, 0, FS, III
117.7, 1136, 1, FS, V
117.7, 1181, 1, IB, V
117.7, 1322, 1, RS, III
117.7, 1355, 1, RS, III
117.7, 1370, 1, RS, III
117.7, 1410, 1, RS, III
117.8, 1125, 1, FS, V
117.8, 1139, 1, FS, V
117.8, 1143, 1, FS, V
117.8, 1153, 1, FS, V
117.8, 1182, 1, IB, V
117.8, 1365, 1, RS, III
117.8, 1378, 1, RS, III
117.8, 3002, 3, FS, III
117.9, 727, 0, FS, III
117.9, 1115, 1, FS, V
117.9, 1121, 1, FS, V
117.9, 1122, 1, FS, V
117.9, 1129, 1, FS, V
117.9, 1135, 1, FS, V
117.9, 1337, 1, RS, III
117.9, 1442, 1, RS, III
117.9, 2258, 2, FS, III
117.9, 2263, 2, FS, III
117.9, 3025, 3, FS, III
118, 729, 0, FS, III
118, 733, 0, FS, III
118, 1116, 1, FS, V
118, 1117, 1, FS, V
118, 1118, 1, FS, V
118, 1124, 1, FS, V
118, 1130, 1, FS, V
118, 1145, 1, FS, V
118, 1148, 1, FS, V
118, 1150, 1, FS, V
118, 1392, 1, RS, III
118, 1395, 1, RS, III
118, 3000, 3, FS, III
118, 3004, 3, FS, III
118, 3018, 3, FS, III
118.1, 714, 0, FS, III
118.1, 723, 0, FS, III
118.1, 726, 0, FS, III
118.1, 1126, 1, FS, V
118.1, 1127, 1, FS, V
118.1, 1131, 1, FS, V
118.1, 1134, 1, FS, V
118.1, 1142, 1, FS, V
118.1, 1146, 1, FS, V
118.1, 1147, 1, FS, V
118.1, 1149, 1, FS, V
118.1, 1152, 1, FS, V
118.1, 1423, 1, RS, III
118.1, 1458, 1, RS, III
118.1, 2235, 2, FS, III
118.1, 3013, 3, FS, III
118.1, 3028, 3, FS, III
118.2, 364, 0, FS, V
118.2, 1114, 1, FS, V
118.2, 1119, 1, FS, V
118.2, 1123, 1, FS, V
118.2, 1140, 1, FS, V
118.2, 1144, 1, FS, V
118.2, 1151, 1, FS, V
118.2, 1174, 1, IB, V
118.2, 1187, 1, IB, V
118.2, 1351, 1, RS, III
118.2, 1385, 1, RS, III
118.2, 1393, 1, RS, III
118.2, 1402, 1, RS, III
118.2, 1405, 1, RS, III
118.2, 3014, 3, FS, III
118.2, 3020, 3, FS, III
118.2, 3023, 3, FS, III
118.3, 375, 0, FS, V
118.3, 1138, 1, FS, V
118.3, 1176, 1, IB, V
118.3, 1310, 1, RS, III
118.3, 1323, 1, RS, III
118.3, 1334, 1, RS, III
118.3, 1372, 1, RS, III
118.3, 1429, 1, RS, III
118.3, 2251, 2, FS, III
118.4, 373, 0, FS, V
118.4, 374, 0, FS, V
118.4, 378, 0, FS, V
118.4, 384, 0, FS, V
118.4, 1120, 1, FS, V
118.4, 1128, 1, FS, V
118.4, 1173, 1, IB, V
118.4, 1315, 1, RS, III
118.4, 1353, 1, RS, III
118.4, 1364, 1, RS, III
118.4, 1382, 1, RS, III
118.4, 1389, 1, RS, III
118.4, 1403, 1, RS, III
118.4, 1409, 1, RS, III
118.4, 1468, 1, RS, III
118.4, 1890, 2, FS, V
118.4, 2259, 2, FS, III
118.4, 3027, 3, FS, III
118.5, 360, 0, FS, V
118.5, 361, 0, FS, V
118.5, 363, 0, FS, V
118.5, 367, 0, FS, V
118.5, 383, 0, FS, V
118.5, 1132, 1, FS, V
118.5, 1133, 1, FS, V
118.5, 1171, 1, IB, V
118.5, 1186, 1, IB, V
118.5, 1189, 1, IB, V
118.5, 1341, 1, RS, III
118.5, 1885, 2, FS, V
118.5, 2245, 2, FS, III
118.5, 3022, 3, FS, III
118.6, 357, 0, FS, V
118.6, 365, 0, FS, V
118.6, 368, 0, FS, V
118.6, 390, 0, FS, V
118.6, 744, 0, FS, III
118.6, 1137, 1, FS, V
118.6, 1340, 1, RS, III
118.6, 1414, 1, RS, III
118.6, 1886, 2, FS, V
118.6, 1897, 2, FS, V
118.6, 1909, 2, FS, V
118.6, 1913, 2, FS, V
118.6, 3026, 3, FS, III
118.7, 354, 0, FS, V
118.7, 356, 0, FS, V
