10.9, 2056, 2, LTS, IV
119.3, 365, 0, FS, V
119.3, 366, 0, FS, V
119.3, 1173, 1, IB, V
119.3, 1380, 1, RS, III
119.3, 1487, 1, FS, III
119.3, 1880, 2, FS, V
119.3, 3024, 3, FS, III
119.4, 354, 0, FS, V
119.4, 373, 0, FS, V
119.4, 379, 0, FS, V
119.4, 1166, 1, IB, V
119.4, 1172, 1, IB, V
119.4, 1323, 1, RS, III
119.4, 1458, 1, RS, III
119.4, 1495, 1, FS, III
119.4, 1871, 2, FS, V
119.4, 1873, 2, FS, V
119.4, 1881, 2, FS, V
119.4, 1896, 2, FS, V
119.4, 1903, 2, FS, V
119.4, 1904, 2, FS, V
119.4, 3001, 3, FS, III
119.5, 359, 0, FS, V
119.5, 367, 0, FS, V
119.5, 1171, 1, IB, V
119.5, 1190, 1, IB, V
119.5, 1191, 1, IB, V
119.5, 1374, 1, RS, III
119.5, 1378, 1, RS, III
119.5, 1882, 2, FS, V
119.5, 1883, 2, FS, V
119.5, 1884, 2, FS, V
119.5, 1890, 2, FS, V
119.5, 1899, 2, FS, V
119.6, 353, 0, FS, V
119.6, 369, 0, FS, V
119.6, 372, 0, FS, V
119.6, 380, 0, FS, V
119.6, 1424, 1, RS, III
119.6, 1889, 2, FS, V
119.6, 1894, 2, FS, V
119.6, 1900, 2, FS, V
119.6, 1902, 2, FS, V
119.6, 1905, 2, FS, V
119.6, 3026, 3, FS, III
119.6, 3027, 3, FS, III
119.7, 378, 0, FS, V
119.7, 1185, 1, IB, V
119.7, 1362, 1, RS, III
119.7, 1875, 2, FS, V
119.7, 1892, 2, FS, V
119.7, 1895, 2, FS, V
119.7, 1901, 2, FS, V
119.7, 3020, 3, FS, III
119.8, 362, 0, FS, V
119.8, 370, 0, FS, V
119.8, 383, 0, FS, V
119.8, 724, 0, FS, III
119.8, 1375, 1, RS, III
119.8, 1488, 1, FS, III
119.8, 1886, 2, FS, V
119.8, 1888, 2, FS, V
119.8, 2265, 2, FS, III
119.9, 368, 0, FS, V
119.9, 375, 0, FS, V
119.9, 385, 0, FS, V
119.9, 1176, 1, IB, V
119.9, 1192, 1, IB, V
119.9, 1898, 2, FS, V
119.9, 1906, 2, FS, V
119.9, 1907, 2, FS, V
119.9, 3022, 3, FS, III
120, 350, 0, FS, V
120, 1410, 1, RS, III
120, 1876, 2, FS, V
120.1, 1872, 2, FS, V
120.2, 1893, 2, FS, V
120.2, 3007, 3, FS, III
120.2, 3019, 3, FS, III
120.3, 384, 0, FS, V
120.3, 1188, 1, IB, V
120.3, 1879, 2, FS, V
120.3, 3017, 3, FS, III
120.3, 3030, 3, FS, III
120.4, 1169, 1, IB, V
120.4, 1184, 1, IB, V
120.5, 1445, 1, RS, III
120.5, 1493, 1, FS, III
120.6, 1506, 1, FS, III
120.7, 1494, 1, FS, III
120.7, 3012, 3, FS, III
120.7, 3029, 3, FS, III
120.8, 1491, 1, FS, III
120.9, 1508, 1, FS, III
120.9, 1510, 1, FS, III
121, 1111, 1, FS, V
121, 1117, 1, FS, V
121, 1492, 1, FS, III
121.1, 1110, 1, FS, V
121.1, 1122, 1, FS, V
121.1, 1129, 1, FS, V
121.1, 1135, 1, FS, V
121.1, 1145, 1, FS, V
121.2, 1068, 1, RS, V
121.2, 1115, 1, FS, V
121.2, 1120, 1, FS, V
121.2, 1123, 1, FS, V
121.2, 1126, 1, FS, V
121.2, 1130, 1, FS, V
121.2, 1131, 1, FS, V
121.2, 1134, 1, FS, V
121.2, 1140, 1, FS, V
121.2, 1142, 1, FS, V
121.2, 1143, 1, FS, V
121.2, 1501, 1, FS, III
121.3, 1079, 1, RS, V
121.3, 1084, 1, RS, V
121.3, 1092, 1, RS, V
121.3, 1116, 1, FS, V
121.3, 1118, 1, FS, V
121.3, 1119, 1, FS, V
121.3, 1121, 1, FS, V
121.3, 1132, 1, FS, V
121.3, 1136, 1, FS, V
121.3, 1144, 1, FS, V
121.3, 1481, 1, FS, III
121.3, 1486, 1, FS, III
121.3, 1500, 1, FS, III
121.3, 1520, 1, LTS, III
121.3, 2644, 3, FS, V
121.4, 374, 0, FS, V
121.4, 1037, 1, RS, V
121.4, 1133, 1, FS, V
121.4, 1137, 1, FS, V
121.4, 1138, 1, FS, V
121.4, 1485, 1, FS, III
121.4, 1497, 1, FS, III
121.4, 3430, 4, LTS, V
121.5, 1070, 1, RS, V
121.5, 1071, 1, RS, V
121.5, 1075, 1, RS, V
121.5, 1088, 1, RS, V
121.5, 1089, 1, RS, V
121.5, 1114, 1, FS, V
121.5, 1124, 1, FS, V
121.5, 1125, 1, FS, V
121.5, 1127, 1, FS, V
121.5, 1128, 1, FS, V
121.5, 1141, 1, FS, V
121.5, 3031, 3, FS, III
121.6, 351, 0, FS, V
121.6, 361, 0, FS, V
121.6, 1034, 1, RS, V
121.6, 1099, 1, RS, V
121.6, 1109, 1, RS, V
121.6, 1113, 1, FS, V
121.6, 1139, 1, FS, V
121.6, 1146, 1, FS, V
121.6, 1483, 1, FS, III
121.7, 381, 0, FS, V
121.7, 1051, 1, RS, V
121.7, 1056, 1, RS, V
121.7, 1095, 1, RS, V
121.7, 1112, 1, FS, V
121.7, 1304, 1, LTS, IV
121.7, 1305, 1, LTS, IV
121.7, 1490, 1, FS, III
121.7, 1496, 1, FS, III
121.7, 1874, 2, FS, V
121.8, 357, 0, FS, V
121.8, 358, 0, FS, V
121.8, 1039, 1, RS, V
121.8, 1045, 1, RS, V
121.8, 1073, 1, RS, V
121.8, 1081, 1, RS, V
121.8, 1098, 1, RS, V
121.8, 1186, 1, IB, V
121.8, 1294, 1, LTS, IV
121.8, 1489, 1, FS, III
121.8, 1498, 1, FS, III
121.9, 352, 0, FS, V
121.9, 355, 0, FS, V
121.9, 360, 0, FS, V
121.9, 363, 0, FS, V
121.9, 364, 0, FS, V
121.9, 376, 0, FS, V
121.9, 382, 0, FS, V
121.9, 1049, 1, RS, V
121.9, 1055, 1, RS, V
121.9, 1069, 1, RS, V
121.9, 1086, 1, RS, V
121.9, 1105, 1, RS, V
121.9, 1107, 1, RS, V
121.9, 1178, 1, IB, V
121.9, 1505, 1, FS, III
121.9, 1891, 2, FS, V
122, 349, 0, FS, V
122, 371, 0, FS, V
122, 377, 0, FS, V
122, 1036, 1, RS, V
122, 1038, 1, RS, V
122, 1053, 1, RS, V
122, 1057, 1, RS, V
122, 1180, 1, IB, V
122, 1291, 1, LTS, IV
122, 1509, 1, FS, III
122, 1878, 2, FS, V
122, 1885, 2, FS, V
122.1, 356, 0, FS, V
122.1, 1050, 1, RS, V
122.1, 1066, 1, RS, V
122.1, 1074, 1, RS, V
122.1, 1078, 1, RS, V
122.1, 1097, 1, RS, V
122.1, 1170, 1, IB, V
122.1, 1877, 2, FS, V
122.1, 1887, 2, FS, V
122.1, 1897, 2, FS, V
122.1, 2657, 3, FS, V
122.2, 365, 0, FS, V
122.2, 366, 0, FS, V
122.2, 1046, 1, RS, V
122.2, 1054, 1, RS, V
122.2, 1090, 1, RS, V
122.2, 1182, 1, IB, V
122.2, 1395, 1, RS, III
122.2, 1482, 1, FS, III
122.2, 1487, 1, FS, III
122.2, 1499, 1, FS, III
122.2, 1511, 1, FS, III
122.2, 1880, 2, FS, V
122.3, 354, 0, FS, V
122.3, 373, 0, FS, V
122.3, 379, 0, FS, V
122.3, 1040, 1, RS, V
122.3, 1044, 1, RS, V
122.3, 1047, 1, RS, V
122.3, 1072, 1, RS, V
122.3, 1080, 1, RS, V
122.3, 1100, 1, RS, V
122.3, 1167, 1, IB, V
122.3, 1177, 1, IB, V
122.3, 1183, 1, IB, V
122.3, 1495, 1, FS, III
122.3, 1502, 1, FS, III
122.3, 1507, 1, FS, III
122.3, 1516, 1, LTS, III
122.3, 1871, 2, FS, V
122.3, 1873, 2, FS, V
122.3, 1881, 2, FS, V
122.3, 1896, 2, FS, V
122.3, 1903, 2, FS, V
122.3, 1904, 2, FS, V
122.4, 359, 0, FS, V
122.4, 367, 0, FS, V
122.4, 1052, 1, RS, V
122.4, 1065, 1, RS, V
122.4, 1187, 1, IB, V
122.4, 1303, 1, LTS, IV
122.4, 1403, 1, RS, III
122.4, 1882, 2, FS, V
122.4, 1883, 2, FS, V
122.4, 1884, 2, FS, V
122.4, 1899, 2, FS, V
122.5, 369, 0, FS, V
122.5, 380, 0, FS, V
122.5, 1043, 1, RS, V
122.5, 1484, 1, FS, III
122.5, 1889, 2, FS, V
122.5, 1894, 2, FS, V
122.5, 1900, 2, FS, V
122.5, 1902, 2, FS, V
122.5, 1905, 2, FS, V
122.5, 2654, 3, FS, V
122.6, 1035, 1, RS, V
122.6, 1042, 1, RS, V
122.6, 1062, 1, RS, V
122.6, 1076, 1, RS, V
122.6, 1093, 1, RS, V
122.6, 1102, 1, RS, V
122.6, 1103, 1, RS, V
122.6, 1168, 1, IB, V
122.6, 1174, 1, IB, V
122.6, 1175, 1, IB, V
122.6, 1179, 1, IB, V
122.6, 1181, 1, IB, V
122.6, 1189, 1, IB, V
122.6, 1292, 1, LTS, IV
122.6, 1875, 2, FS, V
122.6, 1895, 2, FS, V
122.6, 1901, 2, FS, V
122.7, 362, 0, FS, V
122.7, 370, 0, FS, V
122.7, 378, 0, FS, V
122.7, 383, 0, FS, V
122.7, 1060, 1, RS, V
122.7, 1061, 1, RS, V
122.7, 1085, 1, RS, V
122.7, 1087, 1, RS, V
122.7, 1096, 1, RS, V
122.7, 1173, 1, IB, V
122.7, 1488, 1, FS, III
122.7, 1886, 2, FS, V
122.7, 1892, 2, FS, V
122.7, 2643, 3, FS, V
122.7, 3032, 3, FS, III
122.8, 385, 0, FS, V
122.8, 1058, 1, RS, V
122.8, 1059, 1, RS, V
122.8, 1082, 1, RS, V
122.8, 1083, 1, RS, V
122.8, 1101, 1, RS, V
122.8, 1166, 1, IB, V
122.8, 1172, 1, IB, V
122.8, 1298, 1, LTS, IV
122.8, 1480, 1, FS, III
122.8, 1906, 2, FS, V
122.8, 2656, 3, FS, V
122.8, 2664, 3, FS, V
122.8, 3446, 4, LTS, V
122.9, 350, 0, FS, V
122.9, 796, 1, RS, VI
122.9, 1091, 1, RS, V
122.9, 1108, 1, RS, V
122.9, 1171, 1, IB, V
122.9, 1190, 1, IB, V
122.9, 1191, 1, IB, V
122.9, 1295, 1, LTS, IV
122.9, 1907, 2, FS, V
122.9, 2660, 3, FS, V
123, 1041, 1, RS, V
123, 1048, 1, RS, V
123, 1067, 1, RS, V
123, 1077, 1, RS, V
123, 1104, 1, RS, V
123, 1890, 2, FS, V
123, 2662, 3, FS, V
123.1, 1033, 1, RS, V
123.1, 1094, 1, RS, V
123.1, 1106, 1, RS, V
123.1, 1185, 1, IB, V
123.2, 1063, 1, RS, V
123.2, 1386, 1, RS, III
123.2, 2647, 3, FS, V
123.3, 1176, 1, IB, V
123.3, 1192, 1, IB, V
123.3, 2666, 3, FS, V
123.4, 1300, 1, LTS, IV
123.4, 1493, 1, FS, III
123.4, 2668, 3, FS, V
123.5, 1297, 1, LTS, IV
123.5, 1506, 1, FS, III
123.5, 2637, 3, FS, V
123.5, 2649, 3, FS, V
123.5, 2658, 3, FS, V
123.6, 1494, 1, FS, III
123.6, 1512, 1, LTS, III
123.6, 2655, 3, FS, V
123.7, 1188, 1, IB, V
123.7, 1302, 1, LTS, IV
123.7, 1491, 1, FS, III
123.8, 1064, 1, RS, V
123.8, 1169, 1, IB, V
123.8, 1184, 1, IB, V
123.8, 1510, 1, FS, III
123.9, 1111, 1, FS, V
123.9, 1117, 1, FS, V
123.9, 1492, 1, FS, III
123.9, 2661, 3, FS, V
124, 1110, 1, FS, V
124, 1122, 1, FS, V
124, 1129, 1, FS, V
124, 1135, 1, FS, V
124, 1145, 1, FS, V
124, 2636, 3, FS, V
124.1, 1120, 1, FS, V
124.1, 1123, 1, FS, V
124.1, 1126, 1, FS, V
124.1, 1130, 1, FS, V
124.1, 1131, 1, FS, V
124.1, 1134, 1, FS, V
124.1, 1140, 1, FS, V
124.1, 1142, 1, FS, V
124.1, 1143, 1, FS, V
124.1, 1290, 1, LTS, IV
124.1, 1501, 1, FS, III
124.2, 917, 1, RS, VI
124.2, 1116, 1, FS, V
124.2, 1121, 1, FS, V
124.2, 1132, 1, FS, V
124.2, 1136, 1, FS, V
124.2, 1144, 1, FS, V
124.2, 1481, 1, FS, III
124.2, 1486, 1, FS, III
124.3, 1118, 1, FS, V
124.3, 1119, 1, FS, V
124.3, 1133, 1, FS, V
124.3, 1137, 1, FS, V
124.3, 1138, 1, FS, V
124.3, 1508, 1, FS, III
124.3, 1521, 1, LTS, III
124.4, 835, 1, RS, VI
124.4, 1124, 1, FS, V
124.4, 1128, 1, FS, V
124.4, 1141, 1, FS, V
124.4, 1500, 1, FS, III
124.4, 2641, 3, FS, V
124.4, 2644, 3, FS, V
124.5, 1139, 1, FS, V
124.6, 784, 1, RS, VI
124.6, 2639, 3, FS, V
124.7, 1146, 1, FS, V
124.7, 1514, 1, LTS, III
124.8, 930, 1, RS, VI
124.8, 932, 1, RS, VI
124.8, 1115, 1, FS, V
124.8, 1125, 1, FS, V
124.8, 1127, 1, FS, V
124.8, 2632, 3, FS, V
124.8, 2633, 3, FS, V
124.8, 2663, 3, FS, V
124.9, 981, 1, RS, VI
124.9, 1113, 1, FS, V
124.9, 1301, 1, LTS, IV
125, 1306, 1, LTS, IV
125, 1513, 1, LTS, III
125, 2653, 3, FS, V
125.1, 779, 1, RS, VI
125.1, 1296, 1, LTS, IV
125.1, 1344, 1, RS, III
125.1, 1485, 1, FS, III
125.1, 1487, 1, FS, III
125.2, 869, 1, RS, VI
125.2, 1186, 1, IB, V
125.3, 925, 1, RS, VI
125.3, 969, 1, RS, VI
125.3, 1178, 1, IB, V
125.4, 1180, 1, IB, V
125.4, 1293, 1, LTS, IV
125.4, 2640, 3, FS, V
125.4, 2651, 3, FS, V
125.5, 1112, 1, FS, V
125.5, 1170, 1, IB, V
125.5, 1299, 1, LTS, IV
125.5, 1881, 2, FS, V
125.6, 1114, 1, FS, V
125.6, 1182, 1, IB, V
125.6, 2645, 3, FS, V
125.6, 2665, 3, FS, V
125.7, 837, 1, RS, VI
125.7, 916, 1, RS, VI
125.7, 1167, 1, IB, V
125.7, 1177, 1, IB, V
125.7, 1183, 1, IB, V
125.7, 2657, 3, FS, V
125.8, 1187, 1, IB, V
125.8, 1495, 1, FS, III
125.8, 2638, 3, FS, V
125.9, 1505, 1, FS, III
125.9, 2684, 3, LTS, V
126, 936, 1, RS, VI
126, 1168, 1, IB, V
126, 1174, 1, IB, V
126, 1175, 1, IB, V
126, 1179, 1, IB, V
126, 1181, 1, IB, V
126, 1189, 1, IB, V
126, 2711, 3, IB, V
126.1, 1173, 1, IB, V
126.1, 1520, 1, LTS, III
126.2, 1166, 1, IB, V
126.2, 1172, 1, IB, V
126.3, 839, 1, RS, VI
126.3, 1171, 1, IB, V
126.3, 1190, 1, IB, V
126.3, 1191, 1, IB, V
126.5, 804, 1, RS, VI
126.5, 1185, 1, IB, V
126.5, 1304, 1, LTS, IV
126.5, 1305, 1, LTS, IV
126.6, 959, 1, RS, VI
126.6, 1294, 1, LTS, IV
126.6, 2659, 3, FS, V
126.7, 1176, 1, IB, V
126.7, 1192, 1, IB, V
126.8, 848, 1, RS, VI
126.8, 942, 1, RS, VI
126.8, 987, 1, RS, VI
126.8, 1111, 1, FS, V
126.8, 1117, 1, FS, V
126.8, 1291, 1, LTS, IV
126.8, 1488, 1, FS, III
126.9, 826, 1, RS, VI
126.9, 878, 1, RS, VI
126.9, 897, 1, RS, VI
126.9, 906, 1, RS, VI
126.9, 1110, 1, FS, V
126.9, 1122, 1, FS, V
126.9, 1129, 1, FS, V
126.9, 1135, 1, FS, V
126.9, 1145, 1, FS, V
126.9, 1329, 1, RS, III
127, 1120, 1, FS, V
127, 1123, 1, FS, V
127, 1126, 1, FS, V
127, 1130, 1, FS, V
127, 1131, 1, FS, V
127, 1134, 1, FS, V
127, 1140, 1, FS, V
127, 1142, 1, FS, V
127, 1143, 1, FS, V
127, 2652, 3, FS, V
127.1, 898, 1, RS, VI
127.1, 1116, 1, FS, V
127.1, 1121, 1, FS, V
127.1, 1132, 1, FS, V
127.1, 1136, 1, FS, V
127.1, 1144, 1, FS, V
127.1, 1188, 1, IB, V
127.1, 1516, 1, LTS, III
127.2, 1118, 1, FS, V
127.2, 1119, 1, FS, V
127.2, 1133, 1, FS, V
127.2, 1137, 1, FS, V
127.2, 1138, 1, FS, V
127.2, 1169, 1, IB, V
127.2, 1184, 1, IB, V
127.2, 1303, 1, LTS, IV
127.3, 883, 1, RS, VI
127.3, 1124, 1, FS, V
127.3, 1128, 1, FS, V
127.3, 1141, 1, FS, V
127.3, 1884, 2, FS, V
127.4, 853, 1, RS, VI
127.4, 955, 1, RS, VI
127.4, 967, 1, RS, VI
127.4, 1139, 1, FS, V
127.4, 1292, 1, LTS, IV
127.4, 1432, 1, RS, III
127.4, 1904, 2, FS, V
127.4, 2643, 3, FS, V
127.5, 983, 1, RS, VI
127.5, 1068, 1, RS, V
127.6, 1079, 1, RS, V
127.6, 1084, 1, RS, V
127.6, 1092, 1, RS, V
127.6, 1146, 1, FS, V
127.6, 1298, 1, LTS, IV
127.6, 1882, 2, FS, V
127.7, 857, 1, RS, VI
127.7, 1037, 1, RS, V
127.7, 1115, 1, FS, V
127.7, 1125, 1, FS, V
127.7, 1127, 1, FS, V
127.7, 1295, 1, LTS, IV
127.7, 1492, 1, FS, III
127.8, 814, 1, RS, VI
127.8, 964, 1, RS, VI
127.8, 1070, 1, RS, V
127.8, 1071, 1, RS, V
127.8, 1075, 1, RS, V
127.8, 1088, 1, RS, V
127.8, 1089, 1, RS, V
127.8, 1113, 1, FS, V
127.9, 1034, 1, RS, V
127.9, 1099, 1, RS, V
127.9, 1109, 1, RS, V
128, 931, 1, RS, VI
128, 1051, 1, RS, V
128, 1056, 1, RS, V
128, 1095, 1, RS, V
128.1, 962, 1, RS, VI
128.1, 973, 1, RS, VI
128.1, 1039, 1, RS, V
128.1, 1045, 1, RS, V
128.1, 1073, 1, RS, V
128.1, 1081, 1, RS, V
128.1, 1098, 1, RS, V
128.1, 1506, 1, FS, III
128.2, 980, 1, RS, VI
128.2, 1049, 1, RS, V
128.2, 1055, 1, RS, V
128.2, 1069, 1, RS, V
128.2, 1086, 1, RS, V
128.2, 1105, 1, RS, V
128.2, 1107, 1, RS, V
128.2, 1300, 1, LTS, IV
128.2, 1358, 1, RS, III
128.3, 812, 1, RS, VI
128.3, 828, 1, RS, VI
128.3, 992, 1, RS, VI
128.3, 1036, 1, RS, V
128.3, 1038, 1, RS, V
128.3, 1053, 1, RS, V
128.3, 1057, 1, RS, V
128.3, 1297, 1, LTS, IV
128.4, 910, 1, RS, VI
128.4, 1050, 1, RS, V
128.4, 1066, 1, RS, V
128.4, 1074, 1, RS, V
128.4, 1078, 1, RS, V
128.4, 1097, 1, RS, V
128.4, 1512, 1, LTS, III
128.4, 1881, 2, FS, V
128.5, 765, 1, RS, VI
128.5, 1046, 1, RS, V
128.5, 1054, 1, RS, V
128.5, 1090, 1, RS, V
128.5, 1302, 1, LTS, IV
128.6, 974, 1, RS, VI
128.6, 1040, 1, RS, V
128.6, 1044, 1, RS, V
128.6, 1047, 1, RS, V
128.6, 1072, 1, RS, V
128.6, 1080, 1, RS, V
128.6, 1100, 1, RS, V
128.6, 1186, 1, IB, V
128.7, 896, 1, RS, VI
128.7, 951, 1, RS, VI
128.7, 1052, 1, RS, V
128.7, 1065, 1, RS, V
128.7, 1178, 1, IB, V
128.7, 1487, 1, FS, III
128.8, 1043, 1, RS, V
128.8, 1180, 1, IB, V
128.9, 840, 1, RS, VI
128.9, 965, 1, RS, VI
128.9, 1035, 1, RS, V
128.9, 1042, 1, RS, V
128.9, 1062, 1, RS, V
128.9, 1076, 1, RS, V
128.9, 1093, 1, RS, V
128.9, 1102, 1, RS, V
128.9, 1103, 1, RS, V
128.9, 1170, 1, IB, V
128.9, 1290, 1, LTS, IV
129, 1060, 1, RS, V
129, 1061, 1, RS, V
129, 1085, 1, RS, V
129, 1087, 1, RS, V
129, 1096, 1, RS, V
129, 1182, 1, IB, V
129, 1481, 1, FS, III
129.1, 877, 1, RS, VI
129.1, 922, 1, RS, VI
129.1, 988, 1, RS, VI
129.1, 1058, 1, RS, V
129.1, 1059, 1, RS, V
129.1, 1082, 1, RS, V
129.1, 1083, 1, RS, V
129.1, 1101, 1, RS, V
129.1, 1167, 1, IB, V
129.1, 1177, 1, IB, V
129.1, 1183, 1, IB, V
129.1, 1338, 1, RS, III
129.1, 1521, 1, LTS, III
129.2, 357, 0, FS, V
129.2, 850, 1, RS, VI
129.2, 856, 1, RS, VI
129.2, 984, 1, RS, VI
129.2, 1091, 1, RS, V
129.2, 1108, 1, RS, V
129.2, 1187, 1, IB, V
129.3, 792, 1, RS, VI
129.3, 1041, 1, RS, V
129.3, 1048, 1, RS, V
129.3, 1067, 1, RS, V
129.3, 1077, 1, RS, V
129.3, 1104, 1, RS, V
129.4, 1033, 1, RS, V
129.4, 1094, 1, RS, V
129.4, 1106, 1, RS, V
129.4, 1168, 1, IB, V
129.4, 1174, 1, IB, V
129.4, 1175, 1, IB, V
129.4, 1179, 1, IB, V
129.4, 1181, 1, IB, V
129.4, 1189, 1, IB, V
129.5, 966, 1, RS, VI
129.5, 1063, 1, RS, V
129.5, 1173, 1, IB, V
129.6, 808, 1, RS, VI
129.6, 1166, 1, IB, V
129.6, 1172, 1, IB, V
129.6, 1877, 2, FS, V
129.7, 797, 1, RS, VI
129.7, 870, 1, RS, VI
129.7, 881, 1, RS, VI
129.7, 919, 1, RS, VI
129.7, 923, 1, RS, VI
129.7, 1111, 1, FS, V
129.7, 1171, 1, IB, V
129.7, 1190, 1, IB, V
129.7, 1191, 1, IB, V
129.7, 1301, 1, LTS, IV
129.8, 354, 0, FS, V
129.8, 783, 1, RS, VI
129.8, 1122, 1, FS, V
129.8, 1135, 1, FS, V
129.8, 1306, 1, LTS, IV
129.9, 977, 1, RS, VI
129.9, 1120, 1, FS, V
129.9, 1123, 1, FS, V
129.9, 1126, 1, FS, V
129.9, 1130, 1, FS, V
129.9, 1131, 1, FS, V
129.9, 1134, 1, FS, V
129.9, 1140, 1, FS, V
129.9, 1142, 1, FS, V
129.9, 1143, 1, FS, V
129.9, 1185, 1, IB, V
129.9, 1296, 1, LTS, IV
130, 371, 0, FS, V
130, 1121, 1, FS, V
130, 1136, 1, FS, V
130, 1144, 1, FS, V
130.1, 1064, 1, RS, V
130.1, 1117, 1, FS, V
130.1, 1133, 1, FS, V
130.1, 1176, 1, IB, V
130.1, 1192, 1, IB, V
130.2, 834, 1, RS, VI
130.2, 841, 1, RS, VI
130.2, 1128, 1, FS, V
130.2, 1141, 1, FS, V
130.2, 1293, 1, LTS, IV
130.2, 1883, 2, FS, V
130.3, 761, 1, RS, VI
130.3, 823, 1, RS, VI
130.3, 858, 1, RS, VI
130.3, 871, 1, RS, VI
130.3, 1119, 1, FS, V
130.3, 1139, 1, FS, V
130.3, 1299, 1, LTS, IV
130.3, 1904, 2, FS, V
130.4, 382, 0, FS, V
130.4, 1116, 1, FS, V
130.4, 1129, 1, FS, V
130.4, 1138, 1, FS, V
130.4, 1871, 2, FS, V
130.5, 947, 1, RS, VI
130.5, 960, 1, RS, VI
130.5, 994, 1, RS, VI
130.5, 1137, 1, FS, V
130.5, 1188, 1, IB, V
130.5, 1884, 2, FS, V
130.5, 1899, 2, FS, V
130.6, 774, 1, RS, VI
130.6, 849, 1, RS, VI
130.6, 1118, 1, FS, V
130.6, 1169, 1, IB, V
130.6, 1184, 1, IB, V
130.7, 1110, 1, FS, V
130.7, 1124, 1, FS, V
130.8, 819, 1, RS, VI
130.8, 927, 1, RS, VI
130.8, 1127, 1, FS, V
130.8, 1132, 1, FS, V
130.8, 1145, 1, FS, V
130.8, 1473, 1, RS, III
130.9, 350, 0, FS, V
130.9, 366, 0, FS, V
130.9, 768, 1, RS, VI
130.9, 895, 1, RS, VI
130.9, 1520, 1, LTS, III
131, 791, 1, RS, VI
131, 1028, 1, LTS, VI
131, 1895, 2, FS, V
131.1, 358, 0, FS, V
131.1, 383, 0, FS, V
131.1, 1032, 1, LTS, VI
131.2, 349, 0, FS, V
131.2, 361, 0, FS, V
131.2, 381, 0, FS, V
131.2, 787, 1, RS, VI
131.2, 864, 1, RS, VI
131.2, 872, 1, RS, VI
131.2, 1112, 1, FS, V
131.2, 1449, 1, RS, III
131.2, 1882, 2, FS, V
131.3, 352, 0, FS, V
131.3, 379, 0, FS, V
131.3, 816, 1, RS, VI
131.3, 950, 1, RS, VI
131.3, 1125, 1, FS, V
131.3, 1304, 1, LTS, IV
131.3, 1305, 1, LTS, IV
131.3, 1881, 2, FS, V
131.4, 1115, 1, FS, V
131.5, 369, 0, FS, V
131.5, 788, 1, RS, VI
131.5, 944, 1, RS, VI
131.5, 954, 1, RS, VI
131.5, 1146, 1, FS, V
131.6, 355, 0, FS, V
131.6, 365, 0, FS, V
131.6, 836, 1, RS, VI
131.6, 1008, 1, FS, VI
131.6, 1113, 1, FS, V
131.6, 1891, 2, FS, V
131.6, 1894, 2, FS, V
131.6, 1900, 2, FS, V
131.7, 363, 0, FS, V
131.7, 373, 0, FS, V
131.7, 798, 1, RS, VI
131.7, 802, 1, RS, VI
131.7, 817, 1, RS, VI
131.7, 1114, 1, FS, V
131.7, 1422, 1, RS, III
131.7, 1886, 2, FS, V
131.8, 351, 0, FS, V
131.8, 360, 0, FS, V
131.8, 831, 1, RS, VI
131.8, 1386, 1, RS, III
131.8, 1875, 2, FS, V
131.8, 1878, 2, FS, V
131.8, 1880, 2, FS, V
131.8, 1903, 2, FS, V
131.9, 367, 0, FS, V
131.9, 1291, 1, LTS, IV
132, 374, 0, FS, V
132, 832, 1, RS, VI
132, 1186, 1, IB, V
132, 1303, 1, LTS, IV
132.1, 357, 0, FS, V
132.1, 1178, 1, IB, V
132.1, 1896, 2, FS, V
132.2, 356, 0, FS, V
132.2, 894, 1, RS, VI
132.2, 1180, 1, IB, V
132.2, 1292, 1, LTS, IV
132.2, 1902, 2, FS, V
132.3, 353, 0, FS, V
132.3, 380, 0, FS, V
132.3, 845, 1, RS, VI
132.3, 1170, 1, IB, V
132.4, 362, 0, FS, V
132.4, 385, 0, FS, V
132.4, 830, 1, RS, VI
132.4, 1182, 1, IB, V
132.4, 1298, 1, LTS, IV
132.4, 1890, 2, FS, V
132.5, 377, 0, FS, V
132.5, 378, 0, FS, V
132.5, 833, 1, RS, VI
132.5, 838, 1, RS, VI
132.5, 851, 1, RS, VI
132.5, 1167, 1, IB, V
132.5, 1177, 1, IB, V
132.5, 1183, 1, IB, V
132.5, 1877, 2, FS, V
132.5, 1893, 2, FS, V
132.6, 795, 1, RS, VI
132.6, 1111, 1, FS, V
132.6, 1187, 1, IB, V
132.6, 1887, 2, FS, V
132.6, 1889, 2, FS, V
132.6, 1892, 2, FS, V
132.7, 354, 0, FS, V
132.7, 370, 0, FS, V
132.7, 375, 0, FS, V
132.7, 1122, 1, FS, V
132.7, 1135, 1, FS, V
132.7, 1516, 1, LTS, III
132.8, 359, 0, FS, V
132.8, 1120, 1, FS, V
132.8, 1123, 1, FS, V
132.8, 1126, 1, FS, V
132.8, 1130, 1, FS, V
132.8, 1131, 1, FS, V
132.8, 1134, 1, FS, V
132.8, 1140, 1, FS, V
132.8, 1142, 1, FS, V
132.8, 1143, 1, FS, V
132.8, 1168, 1, IB, V
132.8, 1174, 1, IB, V
132.8, 1175, 1, IB, V
132.8, 1179, 1, IB, V
132.8, 1181, 1, IB, V
132.8, 1189, 1, IB, V
132.8, 1901, 2, FS, V
132.9, 368, 0, FS, V
